word,0,rank,freq
centres,76,594.5,0.0001497197679343597
conducted,76,594.5,0.0001497197679343597
concerned,75,600.0,0.00014774977098785496
think,75,600.0,0.00014774977098785496
carrying,75,600.0,0.00014774977098785496
skaking,75,600.0,0.00014774977098785496
include,75,600.0,0.00014774977098785496
cost,74,605.0,0.00014577977404135024
woman,74,605.0,0.00014577977404135024
crime,74,605.0,0.00014577977404135024
everybody,74,605.0,0.00014577977404135024
saying,74,605.0,0.00014577977404135024
bad,73,608.5,0.0001438097770948455
denial,73,608.5,0.0001438097770948455
20,72,612.5,0.00014183978014834078
encourage,72,612.5,0.00014183978014834078
capable,72,612.5,0.00014183978014834078
sure,72,612.5,0.00014183978014834078
stand,72,612.5,0.00014183978014834078
rubbers,72,612.5,0.00014183978014834078
nothing,71,619.0,0.00013986978320183603
hear,71,619.0,0.00013986978320183603
main,71,619.0,0.00013986978320183603
preventive,71,619.0,0.00013986978320183603
abide,71,619.0,0.00013986978320183603
him,71,619.0,0.00013986978320183603
crisis,71,619.0,0.00013986978320183603
necessary,70,626.5,0.0001378997862553313
implemented,70,626.5,0.0001378997862553313
order,70,626.5,0.0001378997862553313
sum,70,626.5,0.0001378997862553313
issues,70,626.5,0.0001378997862553313
le50,70,626.5,0.0001378997862553313
ppe,70,626.5,0.0001378997862553313
stopped,70,626.5,0.0001378997862553313
arrival,69,635.5,0.00013592978930882657
spray,69,635.5,0.00013592978930882657
affect,69,635.5,0.00013592978930882657
reporting,69,635.5,0.00013592978930882657
taskforce,69,635.5,0.00013592978930882657
bag,69,635.5,0.00013592978930882657
right,69,635.5,0.00013592978930882657
two,69,635.5,0.00013592978930882657
closed,69,635.5,0.00013592978930882657
serious,69,635.5,0.00013592978930882657
reopened,68,643.5,0.00013395979236232184
diffcult,68,643.5,0.00013395979236232184
bring,68,643.5,0.00013395979236232184
chiefs,68,643.5,0.00013395979236232184
diseases,68,643.5,0.00013395979236232184
21,68,643.5,0.00013395979236232184
notice,67,649.0,0.00013198979541581711
girl,67,649.0,0.00013198979541581711
form,67,649.0,0.00013198979541581711
farm,67,649.0,0.00013198979541581711
cholorine,67,649.0,0.00013198979541581711
ngos,66,654.0,0.00013001979846931236
important,66,654.0,0.00013001979846931236
ors,66,654.0,0.00013001979846931236
ensure,66,654.0,0.00013001979846931236
isolated,66,654.0,0.00013001979846931236
move,65,659.5,0.00012804980152280763
vomit,65,659.5,0.00012804980152280763
pass,65,659.5,0.00012804980152280763
paying,65,659.5,0.00012804980152280763
section,65,659.5,0.00012804980152280763
effected,65,659.5,0.00012804980152280763
months,64,664.0,0.0001260798045763029
visitor,64,664.0,0.0001260798045763029
committement,64,664.0,0.0001260798045763029
lodge,63,670.0,0.00012410980762979818
ceremony,63,670.0,0.00012410980762979818
others,63,670.0,0.00012410980762979818
environment,63,670.0,0.00012410980762979818
five,63,670.0,0.00012410980762979818
treated,63,670.0,0.00012410980762979818
protect,63,670.0,0.00012410980762979818
lost,63,670.0,0.00012410980762979818
material,63,670.0,0.00012410980762979818
epidemic,62,675.0,0.00012213981068329345
manner,61,679.0,0.00012016981373678871
my,61,679.0,0.00012016981373678871
kick,61,679.0,0.00012016981373678871
dies,61,679.0,0.00012016981373678871
handwashing,61,679.0,0.00012016981373678871
drink,61,679.0,0.00012016981373678871
houses,61,679.0,0.00012016981373678871
called,60,685.5,0.00011819981679028398
everyday,60,685.5,0.00011819981679028398
immediately,60,685.5,0.00011819981679028398
items,60,685.5,0.00011819981679028398
express,60,685.5,0.00011819981679028398
hide,60,685.5,0.00011819981679028398
thousand,59,691.0,0.00011622981984377924
men,59,691.0,0.00011622981984377924
movements,59,691.0,0.00011622981984377924
mobile,59,691.0,0.00011622981984377924
hardship,59,691.0,0.00011622981984377924
levied,58,697.0,0.00011425982289727451
refer,58,697.0,0.00011425982289727451
logistic,58,697.0,0.00011425982289727451
champions,58,697.0,0.00011425982289727451
phone,58,697.0,0.00011425982289727451
expectation,58,697.0,0.00011425982289727451
inffected,58,697.0,0.00011425982289727451
easy,57,705.5,0.00011228982595076978
girls,57,705.5,0.00011228982595076978
then,57,705.5,0.00011228982595076978
human,57,705.5,0.00011228982595076978
businesses,57,705.5,0.00011228982595076978
live,57,705.5,0.00011228982595076978
ever,57,705.5,0.00011228982595076978
female,57,705.5,0.00011228982595076978
consent,57,705.5,0.00011228982595076978
fully,57,705.5,0.00011228982595076978
talk,56,715.0,0.00011031982900426504
acceptance,56,715.0,0.00011031982900426504
already,56,715.0,0.00011031982900426504
left,56,715.0,0.00011031982900426504
year,56,715.0,0.00011031982900426504
status,56,715.0,0.00011031982900426504
self,56,715.0,0.00011031982900426504
thing,56,715.0,0.00011031982900426504
according,56,715.0,0.00011031982900426504
catch,55,724.0,0.00010834983205776031
easily,55,724.0,0.00010834983205776031
question,55,724.0,0.00010834983205776031
breaking,55,724.0,0.00010834983205776031
included,55,724.0,0.00010834983205776031
show,55,724.0,0.00010834983205776031
300,55,724.0,0.00010834983205776031
fail,55,724.0,0.00010834983205776031
both,55,724.0,0.00010834983205776031
receive,54,731.0,0.00010637983511125557
link,54,731.0,0.00010637983511125557
defaulter,54,731.0,0.00010637983511125557
carryout,54,731.0,0.00010637983511125557
else,54,731.0,0.00010637983511125557
moving,53,738.0,0.00010440983816475084
discussion,53,738.0,0.00010440983816475084
attention,53,738.0,0.00010440983816475084
gloves,53,738.0,0.00010440983816475084
therefore,53,738.0,0.00010440983816475084
